region_code,time_id,price_change_rate,rent_change_rate,sales_growth_rate,youth_inflow_rate,senior_outflow_rate,SGI_score
12400,202101,0,0,0,0,0,0
12400,202102,-0.176696621,0.29473388176173987,0,0.03848334,-0.01620902,52.39980096319352
12400,202103,0.086703763,-0.08862254,0,0.034502398,-0.015855272,44.77819957214106
12400,202104,0.2727762716684787,-0.07935881,0.20364341527998023,0.004356835,-0.013849226,67.12059568680935
12400,202105,-0.253867713,0.16922974409446162,0,0.011293480429435664,0.008664658,39.844030287233004
12400,202106,0.35585459547907666,-0.278220492,0,,,48.527808312902536
12400,202107,-0.189175574,0.23716296644267887,-0.132847397,0,0,38.64246974255817
12400,202108,0.17049552394111864,-0.036687825,0,0,0,51.99844170508039
12400,202109,-0.139198145,0.004118709,0,0,0,35.70143964787069
12400,202110,-0.196563209,0.045129028,0.24100318685157532,0,0,49.265151165032094
12400,202111,-0.129749595,-0.141367861,0,0,0,28.19010149382296
12400,202112,0.28572198621968625,0.22310052331852995,0,0,0,73.60106991810352
12400,202201,0.10740909775172697,-0.124539543,-0.192513733,0,0,31.49143926230095
12400,202202,-0.170737926,0.10451675762224578,0,-0.016622759,-0.010356625,38.14895125047094
12400,202203,0.358838471,0.12479654685201971,0,-0.008076536,-0.034695566,70.04900208004649
12400,202204,0.4333886300894371,-0.062454031,0.2823672957977679,0.020754388,-0.008300648,80.90003783007067
12400,202205,-0.554601584,-0.041975495,0,0.001251492,-0.00418705,13.874842366015312
12400,202206,-0.037013121,0.055699002484154596,0,0.003558374,0.007991686,45.60695084624264
12400,202207,0.48966339482670873,0.091766465,-0.030929559,-0.015264841,-0.013923853,74.22969647738358
12400,202208,0.2622700405127184,-0.060840665,0,-0.030222273,-0.034933408,52.15064616903944
12400,202209,-0.653846154,0.14094794480179285,0,-0.020353205,0.006835509,16.534704543084327
12400,202210,0.5673987941429802,-0.115969478,0.048068869,0.026530212954075427,-0.014139874,73.75611545203088
12400,202211,0.3342492100563263,-0.248726021,0,-0.048190453,-0.031146628,44.132947436003604
12400,202212,-0.010502471,0.088746479,0,0.022510691652888486,0.010476031242622209,50.60388761570332
12400,202301,-0.252341311,0.044673372,-0.079720954,-0.025666229,0.020939325609620685,27.101885411906057
12400,202302,0.23089770354906053,-0.026341528,0,0.043507113,-0.02586535,57.41894226002999
12400,202303,0.050203527815468114,0.039683105,0,-0.043830439,-0.048188342,43.624905351328096
12400,202304,-0.25620155,0.079307005,-0.013178565,0.007433903,-0.012871607,32.27322108679318
12400,202305,3.678362573099415,5.435444826461059E-4,0,0.023985541140782194,0.003893212,99.99999883445471
12400,202306,-0.587181754,-0.042932266,0,0.037528415,0.020411835,14.833391838016768
12400,202307,-0.366075635,0.00104432,0.030767158967495274,-0.031427493,0.004830197,23.692263722490747
12400,202308,-0.140071885,0.063703749,0,-0.022735695,-0.01100045,37.154705617727714
12400,202309,0.053996056,-0.004308706,0,-0.005574119,-0.001510811,46.36737831837006
12400,202310,-0.125109693,-0.096733937,0.018796808366555246,0.021843680070975362,-0.013250679,32.33201003593709
12400,202311,0.061353286,0.017647041,0,0.012214605330110097,0.001407552,49.453846621529564
12400,202312,0.6885817037536526,0.069533428,0,0.04338498,0.035654993,87.28055872531849
12400,202401,-0.449009227,0.064820025,-0.018667671,-0.072772372,-1.18E-04,18.560232312570886
12400,202402,1.352138582331302,-0.057655283,0,-0.01531826,-0.030870808,96.21910844
12400,202403,-0.409506413,0.059183662732479915,0,0.029120963,-0.002426149,25.50912001142644
12400,202404,-0.242578939,-0.081724308,-0.018784396,-0.035185244,-0.047461101,20.70389755564605
12400,202405,0.2152454840443121,-2.35E-04,0,0.012823771,0.022536250407495764,59.12245198541246
12400,202406,-0.09758292,0.12844294133186362,0,1.1367607727814242E-4,-0.005643199,45.30573961
12400,202407,0.8776934705453248,-0.088797003,0.027054412,-0.017356098,0.013806197183596394,86.46396482208306
12400,202408,-0.054730219,0.004093778,0,-0.002075816,-0.005770984,40.21498438640527
12400,202409,-0.215798105,0.038203601,0,0.004676724,0.014055337959492795,34.33653170978609
12400,202410,-0.098354035,-0.001082927,0.038958516,0.028182081,-0.016968555,40.768457125662515
12400,202411,-0.205977357,-0.145582395,0,0.028826449800911775,0.029421409618077213,27.040535533365006
12400,202412,0.10015366430260048,0.069873014,0,0.041870406,0.025982701216077667,58.36909535525645
12400,202501,0.4907908948070971,0.25031946055399384,,-0.045797755,0.032503539293721975,83.40674305453157
12400,202502,-0.315935662,,0,0.037837804,-0.020489163,26.770795891841644
12400,202503,0.21150253216534345,0,0,-0.014768005,-0.019004702,54.70293548467616
12400,202504,-0.190727602,0,0,-0.033578014,-0.035129793,28.804489798271266
12400,202505,-0.007585519,0,0,0.008696957,-9.38E-04,43.76564593
12400,202506,0.034545840754607315,0,0,-0.022312536,0.001564013,44.59865562306198
12400,202507,0.11222176382664192,0,0,-0.037662782,8.396076528290893E-4,48.389745792860076
12400,202508,-0.011480772,0,0,-8.14E-05,0.003932666,43.28972104243699
12400,202509,-0.377097286,0,0,0.001234538,-0.002589382,22.859301862034602
12400,202510,0.7093526812155126,0,0,-0.011213144,0.015299446159980735,82.84583143939652
