region_code,time_id,price_change_rate,rent_change_rate,sales_growth_rate,youth_inflow_rate,senior_outflow_rate,SGI_score
10400,202101,0,0,0,0,0,0
10400,202102,0.010528188052086003,0.010176655431225798,0,0.088122651,0.019747162222893622,51.67535781472957
10400,202103,0.024209411,-0.018625006,0,0.083287485,0.10757865394188813,55.84979178565131
10400,202104,-0.184549902,-0.008675714,0.049878801,0.039059216,0.017960433407606762,38.55552059977059
10400,202105,0.1916174349437905,0.12396674375047906,0,-0.107686938,-0.123998724,48.91477947428034
10400,202106,-0.048658257,-0.053602609,0,,,37.61502089658744
10400,202107,0.2060451916055729,-0.033450298,-0.076764368,0,0,49.65210672927377
10400,202108,-0.030478282,-0.016452543,0,0,0,40.90889497935168
10400,202109,-0.065159927,0.045700278,0,0,0,42.57008416288613
10400,202110,-0.034001592,0.005965266,0.2833956031575874,0,0,59.42240823646067
10400,202111,-0.099752722,0.030747372447302627,0,0,0,39.58562697532646
10400,202112,-0.132880748,-0.013118042,0,0,0,35.07237680445548
10400,202201,0.008461671,-0.021644622,-0.140261439,0,0,34.64575905116177
10400,202202,0.15089626781719756,-0.050180583,0,-0.03934099,-0.022262457,46.15261674
10400,202203,-0.00278027,0.036712918,0,0.083297606,0.055025317,54.36678894117718
10400,202204,-0.021886562,0.020901048441631386,0.15656463422901495,0.1380559709663566,0.063841019,65.41783340194628
10400,202205,-0.070227246,0.011121614529837598,0,0.021448738624843765,0.024511122309962323,42.95387086660677
10400,202206,0.11729613428423698,-0.013563121,0,-0.012419098,0.007996986,49.867206915912824
10400,202207,-0.266399418,-0.014200007,-0.003016153,-0.016821781,-0.047382537,24.320428322810322
10400,202208,0.1246286741292549,-0.007308973,0,-0.027527198,-0.036417843,47.030867676101536
10400,202209,0.2907600418632372,0.048780667,0,-0.005754663,0.015376692868087112,64.94168972513152
10400,202210,-0.227236272,0.027487007437723893,0.082652889,-0.008355529,0.026709699198265217,37.82210282445866
10400,202211,0.2081177423422133,-0.096936444,0,0.052345345,0.06537495,57.82567352
10400,202212,-0.175418582,-0.041210192,0,-0.006341697,-0.018940331,29.73782590884186
10400,202301,0.13864452129611557,0.015011562189617907,-0.098556434,-0.072799527,-0.080004367,37.88325658068257
10400,202302,0.1822736303723814,0.033438801,0,0.12187251286644607,0.11068109503167714,70.44626994798912
10400,202303,-0.036318309,0.041299611465729046,0,-0.036922057,0.009664967,42.39913064048113
10400,202304,0.27912445294900273,-0.00215223,0.008161943,-0.028075842,-0.034103158,57.46492602
10400,202305,-0.058347854,-0.020537578,0,0.021951830199565255,-0.01380391,39.48227639
10400,202306,-0.059987497,-0.002361419,0,0.026476726,0.011317926354486783,42.26092043257154
10400,202307,0.020780269651133818,0.020336357591484933,-0.042763309,-0.021237065,-0.059978787,38.760938674329594
10400,202308,-0.015142255,0.038308779,0,-0.009912377,-0.012945139,43.773895213510485
10400,202309,0.20034652097736202,0.018971492,0,-0.026005413,7.294975897488195E-5,55.66233545960812
10400,202310,-0.170882816,-0.013186985,0.13763997874519962,-0.02857695,-0.00637003,38.84912457269846
10400,202311,-0.117547029,0.032159019270660234,0,0.048112650946434826,0.059207029050209734,45.09719699817572
10400,202312,-0.163847798,-0.034920375,0,-0.033437097,-0.036884805,28.296272375732478
10400,202401,0.3819138218576988,-0.040195587,-0.080936122,0.094758989,0.008076995,65.76805753876033
10400,202402,-0.004058107,-0.001397454,0,-0.090498818,-0.069429118,33.96573952777942
10400,202403,-0.008778506,0.005888097,0,-0.024515874,0.011318471112251946,42.774954827502285
10400,202404,0.070093254,-0.024072917,-0.016994791,0.031889511,0.030379191,49.37176404048541
10400,202405,-0.051861133,0.008600067,0,-0.029127018,-0.017173554,38.364037908195705
10400,202406,0.209140925,0.022722286218144302,0,-0.052974195,-0.050923462,51.637744770505634
10400,202407,-0.043422155,0.013655602082870128,0.03884279,0.025850771137359094,0.022094279,47.25566874689376
10400,202408,0.09424543,-0.006431608,0,-0.04038016,-0.068329759,42.48286699617226
10400,202409,-0.177334369,-0.009063871,0,-0.052552231,-0.015257665,29.08143695010135
10400,202410,0.03663873,0.011284265945686656,0.099163327,0.062005102439031234,0.10034172608784532,62.63482104988631
10400,202411,-0.042500652,-0.031643148,0,0.016424169,0.021103767,41.530900194688755
10400,202412,-0.002717277,0.058929604,0,0.001643207,-0.007091541,46.86998732439484
10400,202501,0.10703917771369824,0.32262508250870103,,-0.097552551,-0.137599067,55.73128392015164
10400,202502,0.19304398603952633,-0.168159204,0,0.12895875662959125,0.12188576376382007,60.64130186542525
10400,202503,0.028140964447371065,0.3187799043062202,0,-0.033377167,-0.011621538,62.19326844937946
10400,202504,-0.105305568,-0.247619048,0,0.021543745434732718,0.036422305,26.956188579906936
10400,202505,0.038043589,-0.392405063,0,7.71882027224652E-4,-0.048987725,21.744135599087965
10400,202506,0.07020466,,0,0.013889149,0.021545361762442244,50.25832300920469
10400,202507,-0.15923456,0,0,0.038350578,0.010315219199590548,37.127502823742674
10400,202508,-0.094636099,0,0,-0.045969308,-0.077299882,31.038261053656523
10400,202509,0.3103601355450826,0,0,0.065305914,0.12982628197248813,73.43213860513434
10400,202510,-0.092184718,0,0,-0.09454093,-0.121234979,26.294853034860445
