administrative_dong,administrative_dong_value,post_year,post_month,month_start,post_density,total_engagement,avg_engagement,avg_sentiment,pos_ratio,sentiment_volatility,topic_diversity,keyword_entropy_avg,semantic_novelty_avg,cross_blog_similarity_avg,processed_at
13300,13300,2025,12,2025-12-01,115,193.87706013292242,1.657068890024978,-0.008731379977658243,0.0,0.014135915265582928,1.603768481529696,2.195185046089213,0.39509218039675653,0.6049078196032435,2025-12-06T13:33:09Z
